 Rainfall, Temperature, Ph,Crop, Production
423.37838,27,4,Bajra,0.77928
423.38549,27,4.3,Bajra,0.77952
423.40081,27,4.3,Bajra,0.78003
423.42756,27,4.3,Bajra,0.78092
423.4375,27,4.3,Bajra,0.78125
423.45455,27,4.3,Bajra,0.78182
423.45865,27,4.3,Bajra,0.78195
423.46939,27,4.3,Bajra,0.78231
423.47107,27,4.3,Bajra,0.78237
423.4715,27,4.3,Bajra,0.78238
423.47603,27,4.3,Bajra,0.78253
423.47826,27,4.3,Bajra,0.78261
423.47826,27,4.3,Bajra,0.78261
423.47826,27,4.3,Bajra,0.78261
423.4825,27,4.3,Bajra,0.78275
423.48732,27,4.3,Bajra,0.78291
423.48984,27,4.3,Bajra,0.78299
423.49206,27,4.3,Bajra,0.78307
423.49206,27,4.3,Bajra,0.78307
423.49859,27,4.3,Bajra,0.78329
423.50982,27,4.3,Bajra,0.78366
423.50988,27,4.3,Bajra,0.78366
423.51145,27,4.3,Bajra,0.78372
423.51256,27,4.3,Bajra,0.78375
423.51259,27,4.3,Bajra,0.78375
423.5284,27,4.3,Bajra,0.78428
423.53075,27,4.3,Bajra,0.78436
423.53312,27,4.3,Bajra,0.78444
423.54108,27,4.3,Bajra,0.7847
423.55263,27,4.3,Bajra,0.78509
423.58079,27,4.3,Bajra,0.78603
423.58149,27,4.3,Bajra,0.78605
423.59303,27,4.3,Bajra,0.78643
423.64466,27,4.3,Bajra,0.78816
423.66829,27,4.3,Bajra,0.78894
423.7156,27,4.3,Bajra,0.79052
423.73563,27,4.3,Bajra,0.79119
423.76522,27,4.3,Bajra,0.79217
423.76623,27,4.3,Bajra,0.79221
423.80074,27,4.3,Bajra,0.79336
423.80435,27,4.3,Bajra,0.79348
423.80952,27,4.3,Bajra,0.79365
423.81998,27,4.3,Bajra,0.794
423.84615,27,4.3,Bajra,0.79487
423.84793,27,4.3,Bajra,0.79493
423.85262,27,4.3,Bajra,0.79509
423.85598,27,4.3,Bajra,0.7952
423.8565,27,4.3,Bajra,0.79522
423.86552,27,4.3,Bajra,0.79552
423.87002,27,4.3,Bajra,0.79567
423.8862,27,4.3,Bajra,0.79621
423.88662,27,4.3,Bajra,0.79622
423.89831,27,4.3,Bajra,0.79661
423.91089,27,4.3,Bajra,0.79703
423.92542,27,4.3,Bajra,0.79751
423.94663,27,4.3,Bajra,0.79822
423.95033,27,4.3,Bajra,0.79834
424,27,4.3,Bajra,0.8
424,27,4.3,Bajra,0.8
424,27,4.3,Bajra,0.8
424,27,4.3,Bajra,0.8
424,27,4.3,Bajra,0.8
424,27,4.3,Bajra,0.8
424,27,4.3,Bajra,0.8
424,27,4.3,Bajra,0.8
424,27,4.3,Bajra,0.8
424,27,4.3,Bajra,0.8
424,27,4.3,Bajra,0.8
424,27,4.3,Bajra,0.8
424,27,4.3,Bajra,0.8
424,27,4.3,Bajra,0.8
424,27,4.3,Bajra,0.8
424,27,4.3,Bajra,0.8
424,27,4.3,Bajra,0.8
424,27,4.3,Bajra,0.8
424,27,4.3,Bajra,0.8
424,27,4.3,Bajra,0.8
424,27,4.3,Bajra,0.8
424,27,4.3,Bajra,0.8
424,27,4.3,Bajra,0.8
424,27,4.3,Bajra,0.8
424,27,4.3,Bajra,0.8
424.04022,27,4.3,Bajra,0.80134
424.04246,27,4.3,Bajra,0.80142
424.0508,27,4.3,Bajra,0.80169
424.05172,27,4.3,Bajra,0.80172
424.08284,27,4.3,Bajra,0.80276
424.08759,27,4.3,Bajra,0.80292
424.09149,27,4.3,Bajra,0.80305
424.10603,27,4.3,Bajra,0.80353
424.11677,27,4.3,Bajra,0.80389
424.11911,27,4.3,Bajra,0.80397
424.13093,27,4.3,Bajra,0.80436
424.13636,27,4.3,Bajra,0.80455
424.18417,27,4.3,Bajra,0.80614
424.18605,27,4.3,Bajra,0.8062
424.1875,27,4.3,Bajra,0.80625
424.19643,27,4.3,Bajra,0.80655
424.20561,27,4.3,Bajra,0.80685
424.20601,27,4.3,Bajra,0.80687
417.64884,27,4.3,Bajra,0.80699
417.65031,27,4.3,Bajra,0.80706
417.6521,27,4.3,Bajra,0.80714
417.65602,27,4.3,Bajra,0.80732
417.66095,27,4.3,Bajra,0.80754
417.66156,27,4.3,Bajra,0.80757
417.6674,27,4.3,Bajra,0.80784
417.67204,27,4.3,Bajra,0.80805
417.68582,27,4.3,Bajra,0.80868
417.69126,27,4.3,Bajra,0.80893
417.70838,27,4.3,Bajra,0.80971
417.72707,27,4.3,Bajra,0.81057
417.73243,27,4.3,Bajra,0.81081
417.73433,27,4.3,Bajra,0.8109
417.74341,27,4.3,Bajra,0.81131
417.74768,27,4.3,Bajra,0.81151
417.75829,27,4.3,Bajra,0.81199
417.75842,27,4.3,Bajra,0.812
417.76938,27,4.3,Bajra,0.8125
417.76938,27,4.3,Bajra,0.8125
417.79135,27,4.3,Bajra,0.8135
417.80116,27,4.3,Bajra,0.81395
417.80516,27,4.3,Bajra,0.81414
417.81328,27,4.3,Bajra,0.81451
414.66292,27,4.3,Bajra,0.81461
414.66308,27,4.3,Bajra,0.81462
414.66667,27,4.3,Bajra,0.81481
414.66667,27,4.3,Bajra,0.81481
414.71674,27,4.3,Bajra,0.8176
414.72319,27,4.3,Bajra,0.81796
414.72485,27,4.3,Bajra,0.81805
414.72727,27,4.3,Bajra,0.81818
414.72727,27,4.3,Bajra,0.81818
414.72727,27,4.3,Bajra,0.81818
414.72727,27,4.3,Bajra,0.81818
414.72727,27,4.3,Bajra,0.81818
414.72727,27,4.3,Bajra,0.81818
414.72727,27,4.3,Bajra,0.81818
414.72937,27,4.3,Bajra,0.8183
414.73693,27,4.3,Bajra,0.81872
414.74,27,4.3,Bajra,0.81889
414.74367,27,4.3,Bajra,0.81909
414.74635,27,4.3,Bajra,0.81924
414.74733,27,4.3,Bajra,0.8193
414.75044,27,4.3,Bajra,0.81947
414.75342,27,4.3,Bajra,0.81963
414.76923,27,4.3,Bajra,0.82051
414.77729,27,4.3,Bajra,0.82096
414.78571,27,4.3,Bajra,0.82143
414.82353,27,4.3,Bajra,0.82353
414.82353,27,4.3,Bajra,0.82353
414.82353,27,4.3,Bajra,0.82353
414.83554,27,4.3,Bajra,0.8242
414.8382,27,4.3,Bajra,0.82434
414.84257,27,4.5,Bajra,0.82459
414.84909,27,4.5,Bajra,0.82495
414.8563,27,4.5,Bajra,0.82535
414.85714,27,4.5,Bajra,0.8254
414.86151,27,4.5,Bajra,0.82564
414.86957,27,4.5,Bajra,0.82609
414.87779,27,4.5,Bajra,0.82654
414.90625,27,4.5,Bajra,0.82813
414.90798,27,4.5,Bajra,0.82822
414.90932,27,4.5,Bajra,0.8283
414.91237,27,4.5,Bajra,0.82846
414.91429,27,4.5,Bajra,0.82857
414.91461,27,4.5,Bajra,0.82859
414.92105,27,4.5,Bajra,0.82895
414.92683,27,4.5,Bajra,0.82927
414.92683,27,4.5,Bajra,0.82927
414.93023,27,4.5,Bajra,0.82946
414.9326,27,4.5,Bajra,0.82959
414.93617,27,4.5,Bajra,0.82979
414.93617,27,4.5,Bajra,0.82979
414.93617,27,4.5,Bajra,0.82979
414.93956,27,4.5,Bajra,0.82998
414.94,27,4.5,Bajra,0.83
414.94783,27,4.5,Bajra,0.83043
414.95161,27,4.5,Bajra,0.83065
414.9542,27,4.5,Bajra,0.83079
414.9938,27,4.5,Bajra,0.83299
415,27,4.5,Bajra,0.83333
415,27,4.5,Bajra,0.83333
415,27,4.5,Bajra,0.83333
415,27,4.5,Bajra,0.83333
415,27,4.5,Bajra,0.83333
415,27,4.5,Bajra,0.83333
415,27,4.5,Bajra,0.83333
415,27,4.5,Bajra,0.83333
415,27,4.5,Bajra,0.83333
415,27,4.5,Bajra,0.83333
415,27,4.5,Bajra,0.83333
415,27,4.5,Bajra,0.83333
415,27,4.5,Bajra,0.83333
415,27,4.5,Bajra,0.83333
415,27,4.5,Bajra,0.83333
415,27,4.5,Bajra,0.83333
415,27,4.5,Bajra,0.83333
415,27,4.5,Bajra,0.83333
415,27,4.5,Bajra,0.83333
415,27,4.5,Bajra,0.83333
415.02003,27,4.5,Bajra,0.83445
415.0241,27,4.5,Bajra,0.83467
415.02568,27,4.5,Bajra,0.83476
415.02857,27,4.5,Bajra,0.83492
415.03614,27,4.5,Bajra,0.83534
415.03759,27,4.5,Bajra,0.83542
415.04612,27,4.5,Bajra,0.8359
415.05405,27,4.5,Bajra,0.83634
415.06122,27,4.5,Bajra,0.83673
415.06122,27,4.5,Bajra,0.83673
415.06122,27,4.5,Bajra,0.83673
415.06192,27,4.5,Bajra,0.83677
415.06507,27,4.5,Bajra,0.83695
415.06681,27,4.5,Bajra,0.83705
415.06749,27,4.5,Bajra,0.83708
415.0687,27,4.5,Bajra,0.83715
415.0946,27,4.5,Bajra,0.83859
415.10812,27,4.5,Bajra,0.83934
415.13274,27,4.5,Bajra,0.84071
415.15789,27,4.5,Bajra,0.84211
415.15789,27,4.5,Bajra,0.84211
415.15789,27,4.5,Bajra,0.84211
415.15789,27,4.5,Bajra,0.84211
415.15789,27,4.5,Bajra,0.84211
415.16019,27,4.5,Bajra,0.84223
415.17419,27,4.5,Bajra,0.84301
415.18519,27,4.5,Bajra,0.84362
415.19134,27,4.5,Bajra,0.84396
415.19149,27,4.5,Bajra,0.84397
415.2179,27,4.5,Bajra,0.84544
415.21832,27,4.5,Bajra,0.84546
415.23077,27,4.5,Bajra,0.84615
415.23077,27,4.5,Bajra,0.84615
415.24132,27,4.5,Bajra,0.84674
415.2449,27,4.5,Bajra,0.84694
415.26095,27,4.5,Bajra,0.84783
415.28069,27,4.5,Bajra,0.84893
415.28767,27,4.5,Bajra,0.84932
415.28793,27,4.5,Bajra,0.84933
415.29356,27,4.5,Bajra,0.84964
415.29819,27,4.5,Bajra,0.8499
415.3,27,4.5,Bajra,0.85
415.30657,27,4.5,Bajra,0.85036
415.30678,27,4.5,Bajra,0.85038
418.6165,27,4.5,Bajra,0.85123
418.62024,27,4.5,Bajra,0.85141
418.62157,27,4.5,Bajra,0.85147
418.63,27,4.5,Bajra,0.85185
418.63,27,4.5,Bajra,0.85185
418.63704,27,4.5,Bajra,0.85217
418.65093,27,4.5,Bajra,0.85281
418.65098,27,4.5,Bajra,0.85281
418.65192,27,4.5,Bajra,0.85285
418.65382,27,4.5,Bajra,0.85294
418.66162,27,4.5,Bajra,0.8533
418.66951,27,4.5,Bajra,0.85366
418.6773,27,4.5,Bajra,0.85401
418.67942,27,4.5,Bajra,0.85411
418.68063,27,4.5,Bajra,0.85417
418.68495,27,4.5,Bajra,0.85436
418.68531,27,4.5,Bajra,0.85438
418.69231,27,4.5,Bajra,0.8547
418.70189,27,4.5,Bajra,0.85514
418.70262,27,4.5,Bajra,0.85517
418.70262,27,4.5,Bajra,0.85517
418.72629,27,4.5,Bajra,0.85625
418.74571,27,4.5,Bajra,0.85714
418.74571,27,4.5,Bajra,0.85714
418.74571,27,4.5,Bajra,0.85714
418.74571,27,4.5,Bajra,0.85714
418.74571,27,4.7,Bajra,0.85714
418.74571,27,4.7,Bajra,0.85714
418.74571,27,4.7,Bajra,0.85714
418.74571,27,4.7,Bajra,0.85714
418.74571,27,4.7,Bajra,0.85714
418.74571,27,4.7,Bajra,0.85714
418.74571,27,4.7,Bajra,0.85714
418.74571,27,4.7,Bajra,0.85714
418.78026,27,4.7,Bajra,0.85872
418.78026,27,4.7,Bajra,0.85872
418.78036,27,4.7,Bajra,0.85873
418.78793,27,4.7,Bajra,0.85907
418.79907,27,4.7,Bajra,0.85958
418.81237,27,4.7,Bajra,0.86019
418.82025,27,4.7,Bajra,0.86055
418.82481,27,4.7,Bajra,0.86076
418.83454,27,4.7,Bajra,0.8612
418.85345,27,4.7,Bajra,0.86207
418.85345,27,4.7,Bajra,0.86207
418.89568,27,4.7,Bajra,0.864
418.91659,27,4.7,Bajra,0.86496
418.93488,27,4.7,Bajra,0.86579
418.93537,27,4.7,Bajra,0.86581
418.93573,27,4.7,Bajra,0.86583
418.954,27,4.7,Bajra,0.86667
418.96585,27,4.7,Bajra,0.86721
418.9709,27,4.7,Bajra,0.86744
418.97777,27,4.7,Bajra,0.86775
418.99296,27,4.7,Bajra,0.86845
419.00373,27,4.7,Bajra,0.86894
419.03622,27,4.7,Bajra,0.87043
419.04697,27,4.7,Bajra,0.87092
419.04806,27,4.7,Bajra,0.87097
419.04806,27,4.7,Bajra,0.87097
419.04936,27,4.7,Bajra,0.87103
419.05307,27,4.7,Bajra,0.8712
419.05435,27,4.7,Bajra,0.87125
419.0562,27,4.7,Bajra,0.87134
419.05912,27,4.7,Bajra,0.87147
419.07155,27,4.7,Bajra,0.87204
419.07182,27,4.7,Bajra,0.87205
419.08189,27,4.7,Bajra,0.87251
419.08387,27,4.7,Bajra,0.8726
419.08454,27,4.7,Bajra,0.87264
419.12713,27,4.7,Bajra,0.87458
419.13625,27,4.7,Bajra,0.875
419.13625,27,4.7,Bajra,0.875
419.13625,27,4.7,Bajra,0.875
419.13625,27,4.7,Bajra,0.875
419.13625,27,4.7,Bajra,0.875
419.13625,27,4.7,Bajra,0.875
419.1551,27,4.7,Bajra,0.87586
419.16156,27,4.7,Bajra,0.87616
419.17,27,4.7,Bajra,0.87654
419.18662,27,4.7,Bajra,0.8773
419.2129,27,4.7,Bajra,0.8785
419.21854,27,4.7,Bajra,0.87876
419.22677,27,4.7,Bajra,0.87914
419.2287,27,4.7,Bajra,0.87923
419.24003,27,4.7,Bajra,0.87975
419.26643,27,4.7,Bajra,0.88095
419.27158,27,4.7,Bajra,0.88119
419.27539,27,4.7,Bajra,0.88136
419.28385,27,4.7,Bajra,0.88175
419.29236,27,4.7,Bajra,0.88214
419.29706,27,4.7,Bajra,0.88235
419.33062,27,4.7,Bajra,0.88389
419.33467,27,4.7,Bajra,0.88407
419.35,27,4.7,Bajra,0.88477
419.3515,27,4.7,Bajra,0.88484
419.35743,27,4.7,Bajra,0.88511
419.35876,27,4.7,Bajra,0.88517
419.37057,27,4.7,Bajra,0.88571
419.39415,27,4.7,Bajra,0.88679
419.40638,27,4.7,Bajra,0.88735
419.41213,27,4.7,Bajra,0.88761
419.42042,27,4.7,Bajra,0.88799
419.42342,27,4.7,Bajra,0.88813
419.44,27,4.7,Bajra,0.88889
419.44,27,4.7,Bajra,0.88889
419.44,27,4.7,Bajra,0.88889
419.44,27,4.7,Bajra,0.88889
419.44,27,4.7,Bajra,0.88889
419.44,27,4.7,Bajra,0.88889
419.44,27,4.7,Bajra,0.88889
419.44,27,4.7,Bajra,0.88889
419.44,27,4.7,Bajra,0.88889
419.44,27,4.7,Bajra,0.88889
419.45578,27,4.7,Bajra,0.88961
419.46597,27,4.7,Bajra,0.89008
419.4667,27,4.7,Bajra,0.89011
419.47127,27,4.7,Bajra,0.89032
419.47381,27,4.7,Bajra,0.89043
419.48948,27,4.7,Bajra,0.89115
419.50118,27,4.7,Bajra,0.89169
419.52679,27,4.7,Bajra,0.89286
419.54323,27,4.7,Bajra,0.89361
419.5434,27,4.7,Bajra,0.89362
419.55355,27,4.7,Bajra,0.89408
419.5671,27,4.7,Bajra,0.8947
419.56789,27,4.7,Bajra,0.89474
419.56789,27,4.7,Bajra,0.89474
419.57696,27,4.7,Bajra,0.89515
419.59246,27,4.7,Bajra,0.89586
419.61932,27,4.7,Bajra,0.89709
419.62692,27,4.7,Bajra,0.89744
419.62966,27,4.7,Bajra,0.89756
419.64139,27,4.7,Bajra,0.8981
419.65588,27,4.7,Bajra,0.89876
419.66398,27,4.7,Bajra,0.89913
419.67132,27,4.7,Bajra,0.89947
419.7027,27,4.7,Bajra,0.9009
419.70363,27,4.7,Bajra,0.90094
419.70905,27,4.7,Bajra,0.90119
419.71021,27,4.7,Bajra,0.90124
419.73634,27,4.7,Bajra,0.90244
419.73827,27,4.7,Bajra,0.90253
419.74008,27,4.7,Bajra,0.90261
419.74017,27,4.7,Bajra,0.90261
419.74018,28,4.7,Bajra,0.90261
419.78714,28,4.7,Bajra,0.90476
419.79891,28,4.7,Bajra,0.9053
419.81541,28,4.7,Bajra,0.90605
419.81939,28,4.7,Bajra,0.90624
419.85123,28,4.7,Bajra,0.90769
419.87836,28,4.7,Bajra,0.90893
419.88182,28,4.7,Bajra,0.90909
419.88182,28,4.7,Bajra,0.90909
419.9006,28,4.7,Bajra,0.90995
419.90259,28,4.7,Bajra,0.91004
419.91101,28,4.7,Bajra,0.91043
419.91377,28,4.7,Bajra,0.91055
419.91877,28,4.7,Bajra,0.91078
419.92428,28,4.7,Bajra,0.91103
419.93846,28,4.9,Bajra,0.91168
419.94029,28,4.9,Bajra,0.91176
419.94743,28,4.9,Bajra,0.91209
419.96661,28,4.9,Bajra,0.91297
419.96826,28,4.9,Bajra,0.91304
419.98977,28,4.9,Bajra,0.91403
420.01661,28,4.9,Bajra,0.91525
420.01946,28,4.9,Bajra,0.91538
420.0221,28,4.9,Bajra,0.91551
420.03047,28,4.9,Bajra,0.91589
420.03628,28,4.9,Bajra,0.91615
420.04536,28,4.9,Bajra,0.91657
420.0475,28,4.9,Bajra,0.91667
420.0487,28,4.9,Bajra,0.91672
420.06155,28,4.9,Bajra,0.91731
420.07707,28,4.9,Bajra,0.91802
420.09676,28,4.9,Bajra,0.91892
420.09831,28,4.9,Bajra,0.91899
420.13825,28,4.9,Bajra,0.92082
420.14601,28,4.9,Bajra,0.92117
420.15031,28,4.9,Bajra,0.92137
420.16019,28,4.9,Bajra,0.92182
420.17528,28,4.9,Bajra,0.92251
420.18466,28,4.9,Bajra,0.92294
420.20314,28,4.9,Bajra,0.92378
420.20749,28,4.9,Bajra,0.92398
420.22975,28,4.9,Bajra,0.925
420.23017,28,4.9,Bajra,0.92502
420.23167,28,4.9,Bajra,0.92509
420.25,28,4.9,Bajra,0.92593
420.25,28,4.9,Bajra,0.92593
420.25375,28,4.9,Bajra,0.9261
420.25979,28,4.9,Bajra,0.92637
420.26345,28,4.9,Bajra,0.92654
420.27825,28,4.9,Bajra,0.92722
420.29969,28,4.9,Bajra,0.9282
420.30786,28,4.9,Bajra,0.92857
420.30786,28,4.9,Bajra,0.92857
420.30786,28,4.9,Bajra,0.92857
420.32325,28,4.9,Bajra,0.92928
420.32624,28,4.9,Bajra,0.92941
420.33804,28,4.9,Bajra,0.92995
420.34766,28,4.9,Bajra,0.93039
420.34776,28,4.9,Bajra,0.9304
420.35255,28,4.9,Bajra,0.93062
420.3598,28,4.9,Bajra,0.93095
420.38331,28,4.9,Bajra,0.93202
420.412,28,4.9,Bajra,0.93333
420.41381,28,4.9,Bajra,0.93342
420.43409,28,4.9,Bajra,0.93434
420.44051,28,4.9,Bajra,0.93464
420.44907,28,4.9,Bajra,0.93503
420.44977,28,4.9,Bajra,0.93506
420.44987,28,4.9,Bajra,0.93506
420.45663,28,4.9,Bajra,0.93537
420.45903,28,4.9,Bajra,0.93548
420.48112,28,4.9,Bajra,0.93649
420.48757,28,4.9,Bajra,0.93679
420.48766,28,4.9,Bajra,0.93679
420.49208,28,4.9,Bajra,0.93699
420.49949,28,4.9,Bajra,0.93733
420.50313,28,4.9,Bajra,0.9375
420.50623,28,4.9,Bajra,0.93764
420.53102,28,4.9,Bajra,0.93878
420.53209,28,4.9,Bajra,0.93882
420.55787,28,4.9,Bajra,0.94
420.55871,28,4.9,Bajra,0.94004
420.58353,28,4.9,Bajra,0.94118
420.58353,28,4.9,Bajra,0.94118
420.58353,28,4.9,Bajra,0.94118
420.59121,28,4.9,Bajra,0.94153
420.60086,28,4.9,Bajra,0.94197
420.60314,28,4.9,Bajra,0.94207
420.60732,28,4.9,Bajra,0.94226
420.62029,28,4.9,Bajra,0.94286
420.62667,28,4.9,Bajra,0.94315
420.64453,28,4.9,Bajra,0.94397
420.655,28,4.9,Bajra,0.94444
420.66338,28,4.9,Bajra,0.94483
420.69508,28,4.9,Bajra,0.94628
420.71385,28,4.9,Bajra,0.94714
420.72086,28,4.9,Bajra,0.94746
420.74387,28,4.9,Bajra,0.94851
420.74743,28,4.9,Bajra,0.94867
420.76266,28,4.9,Bajra,0.94937
420.76957,28,4.9,Bajra,0.94968
420.7765,28,4.9,Bajra,0.95
420.7765,28,4.9,Bajra,0.95
420.7793,28,4.9,Bajra,0.95013
420.79171,28,4.9,Bajra,0.9507
420.79443,28,4.9,Bajra,0.95082
420.80673,28,4.9,Bajra,0.95138
420.81103,28,4.9,Bajra,0.95158
420.82318,28,4.9,Bajra,0.95213
420.82857,28,4.9,Bajra,0.95238
420.84345,28,4.9,Bajra,0.95306
420.85869,28,4.9,Bajra,0.95376
420.86052,28,4.9,Bajra,0.95384
420.86218,28,4.9,Bajra,0.95392
420.86301,28,4.9,Bajra,0.95396
420.86634,28,4.9,Bajra,0.95411
420.88023,28,4.9,Bajra,0.95474
420.89583,28,4.9,Bajra,0.95546
420.91155,28,4.9,Bajra,0.95618
420.91448,28,4.9,Bajra,0.95631
420.95562,28,4.9,Bajra,0.95819
420.95933,28,4.9,Bajra,0.95836
420.96002,28,4.9,Bajra,0.95839
420.9686,28,4.9,Bajra,0.95878
420.97369,28,4.9,Bajra,0.95902
421.00391,28,4.9,Bajra,0.9604
421.00809,28,4.9,Bajra,0.96059
421.01792,28,4.9,Bajra,0.96104
421.04472,28,4.9,Bajra,0.96226
421.04717,28,4.9,Bajra,0.96238
421.05929,28,4.9,Bajra,0.96293
421.07473,28,4.9,Bajra,0.96364
421.07952,28,4.9,Bajra,0.96386
421.10105,28,4.9,Bajra,0.96484
421.10583,28,4.9,Bajra,0.96506
421.10748,28,4.9,Bajra,0.96513
421.11063,28,4.9,Bajra,0.96528
421.11063,28,4.9,Bajra,0.96528
421.12443,28,4.9,Bajra,0.96591
421.13243,28,4.9,Bajra,0.96627
421.141,28,4.9,Bajra,0.96667
421.141,28,4.9,Bajra,0.96667
421.16452,28,4.9,Bajra,0.96774
421.16452,28,4.9,Bajra,0.96774
421.16452,28,4.9,Bajra,0.96774
421.17571,28,4.9,Bajra,0.96825
421.18656,28,4.9,Bajra,0.96875
421.20006,28,4.9,Bajra,0.96937
421.2139,28,4.9,Bajra,0.97
421.22614,28,4.9,Bajra,0.97056
421.23719,28,4.9,Bajra,0.97106
421.24514,28,4.9,Bajra,0.97143
421.25066,28,4.9,Bajra,0.97168
421.25318,28,4.9,Bajra,0.9718
421.25428,28,4.9,Bajra,0.97185
421.25434,28,4.9,Bajra,0.97185
421.27936,28,4.9,Bajra,0.97299
421.28524,28,4.9,Bajra,0.97326
421.30675,28,4.9,Bajra,0.97425
421.31019,28,4.9,Bajra,0.9744
421.31877,28,4.9,Bajra,0.9748
421.33512,28,4.9,Bajra,0.97554
421.35193,28,4.9,Bajra,0.97631
421.35451,28,4.9,Bajra,0.97643
421.35805,28,4.9,Bajra,0.97659
421.3614,28,4.9,Bajra,0.97674
421.38769,28,4.9,Bajra,0.97795
421.38816,28,4.9,Bajra,0.97797
421.39285,28,4.9,Bajra,0.97818
421.39849,28,4.9,Bajra,0.97844
421.40346,28,4.9,Bajra,0.97867
421.42054,28,4.9,Bajra,0.97945
421.42159,28,4.9,Bajra,0.9795
421.43352,28,4.9,Bajra,0.98004
421.43977,28,4.9,Bajra,0.98033
421.44818,28,4.9,Bajra,0.98071
421.4732,28,4.9,Bajra,0.98186
421.47767,28,4.9,Bajra,0.98206
421.47819,28,4.9,Bajra,0.98208
421.47973,28,4.9,Bajra,0.98216
421.48235,28,4.9,Bajra,0.98227
421.49465,28,4.9,Bajra,0.98284
421.51651,28,4.9,Bajra,0.98384
421.51685,28,4.9,Bajra,0.98385
421.53093,28,4.9,Bajra,0.9845
421.53093,28,4.9,Bajra,0.9845
421.56484,28,4.9,Bajra,0.98605
421.57204,28,4.9,Bajra,0.98638
421.57294,28,4.9,Bajra,0.98642
421.58033,28,4.9,Bajra,0.98675
421.58318,28,4.9,Bajra,0.98689
421.58597,28,4.9,Bajra,0.98701
421.58841,28,4.9,Bajra,0.98712
421.60942,28,4.9,Bajra,0.98809
421.61053,28,4.9,Bajra,0.98814
421.61304,28,4.9,Bajra,0.98825
421.61317,28,4.9,Bajra,0.98826
421.69616,28,4.9,Bajra,0.99205
421.70231,28,4.9,Bajra,0.99233
421.70589,28,4.9,Bajra,0.9925
421.70752,28,4.9,Bajra,0.99257
421.71046,28,4.9,Bajra,0.9927
421.71653,28,4.9,Bajra,0.99298
421.71807,28,4.9,Bajra,0.99305
421.72194,28,4.9,Bajra,0.99323
421.72981,28,4.9,Bajra,0.99359
421.76279,28,4.9,Bajra,0.9951
421.78407,28,4.9,Bajra,0.99607
421.78457,28,4.9,Bajra,0.99609
421.80091,28,4.9,Bajra,0.99684
421.8087,28,4.9,Bajra,0.9972
421.81442,28,4.9,Bajra,0.99746
421.83967,28,4.9,Bajra,0.99861
421.8445,28,4.9,Bajra,0.99883
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,4.9,Bajra,1
421.87,28,5.1,Bajra,1
421.87,28,5.1,Bajra,1
421.87,28,5.1,Bajra,1
421.87,28,5.1,Bajra,1
421.87,28,5.1,Bajra,1
421.87,28,5.1,Bajra,1
421.87,28,5.1,Bajra,1
421.87,28,5.1,Bajra,1
421.87,28,5.1,Bajra,1
